0,1,2,3,4
424.0,638.0,410.0,466.0,462.0
425.0,638.0,411.0,465.0,461.0
426.0,638.0,411.0,465.0,460.0
427.0,637.0,410.0,465.0,461.0
428.0,637.0,411.0,464.0,460.0
429.0,636.0,411.0,464.0,460.0
429.0,635.0,412.0,464.0,460.0
430.0,633.0,412.0,465.0,460.0
431.0,633.0,412.0,465.0,459.0
431.0,631.0,413.0,465.0,460.0
432.0,629.0,413.0,466.0,460.0
432.0,629.0,413.0,466.0,460.0
433.0,628.0,414.0,466.0,459.0
433.0,627.0,414.0,466.0,460.0
433.0,625.0,415.0,466.0,461.0
433.0,624.0,415.0,467.0,461.0
433.0,623.0,416.0,466.0,462.0
434.0,621.0,415.0,467.0,463.0
434.0,619.0,415.0,468.0,464.0
434.0,617.0,416.0,468.0,465.0
434.0,617.0,416.0,468.0,465.0
434.0,617.0,417.0,467.0,465.0
434.0,617.0,417.0,467.0,465.0
434.0,617.0,418.0,466.0,465.0
435.0,617.0,418.0,466.0,464.0
435.0,617.0,418.0,466.0,464.0
436.0,617.0,419.0,465.0,463.0
436.0,617.0,419.0,465.0,463.0
437.0,617.0,420.0,464.0,462.0
437.0,617.0,420.0,464.0,462.0
438.0,610.0,420.0,464.0,468.0
438.0,610.0,421.0,463.0,468.0
439.0,610.0,421.0,463.0,467.0
440.0,609.0,421.0,463.0,467.0
441.0,608.0,421.0,464.0,466.0
441.0,608.0,422.0,463.0,466.0
442.0,607.0,422.0,464.0,465.0
442.0,606.0,422.0,465.0,465.0
443.0,606.0,423.0,464.0,464.0
443.0,605.0,423.0,465.0,464.0
443.0,604.0,424.0,465.0,464.0
444.0,602.0,424.0,466.0,464.0
444.0,600.0,425.0,466.0,465.0
445.0,599.0,425.0,466.0,465.0
446.0,598.0,424.0,467.0,465.0
447.0,597.0,424.0,467.0,465.0
447.0,596.0,424.0,468.0,465.0
447.0,594.0,424.0,469.0,466.0
448.0,594.0,424.0,469.0,465.0
448.0,594.0,424.0,469.0,465.0
449.0,593.0,424.0,469.0,465.0
449.0,592.0,424.0,469.0,466.0
449.0,592.0,424.0,469.0,466.0
450.0,591.0,424.0,469.0,466.0
450.0,591.0,424.0,469.0,466.0
451.0,591.0,424.0,469.0,465.0
451.0,590.0,424.0,469.0,466.0
451.0,590.0,424.0,469.0,466.0
452.0,590.0,424.0,469.0,465.0
453.0,589.0,423.0,470.0,465.0
453.0,589.0,424.0,469.0,465.0
454.0,589.0,424.0,469.0,464.0
454.0,588.0,424.0,469.0,465.0
454.0,588.0,424.0,469.0,465.0
455.0,586.0,425.0,469.0,465.0
455.0,585.0,425.0,469.0,466.0
455.0,585.0,425.0,469.0,466.0
456.0,584.0,425.0,470.0,465.0
456.0,583.0,426.0,469.0,466.0
456.0,583.0,426.0,469.0,466.0
456.0,581.0,426.0,470.0,467.0
456.0,580.0,427.0,469.0,468.0
457.0,580.0,427.0,468.0,468.0
457.0,578.0,427.0,469.0,469.0
457.0,578.0,428.0,468.0,469.0
457.0,577.0,428.0,468.0,470.0
458.0,576.0,428.0,469.0,469.0
458.0,576.0,429.0,468.0,469.0
458.0,576.0,429.0,468.0,469.0
459.0,576.0,429.0,468.0,468.0
459.0,573.0,430.0,468.0,470.0
459.0,573.0,430.0,468.0,470.0
460.0,573.0,430.0,468.0,469.0
460.0,573.0,431.0,467.0,469.0
460.0,572.0,431.0,468.0,469.0
461.0,571.0,431.0,468.0,469.0
461.0,570.0,432.0,467.0,470.0
461.0,570.0,432.0,467.0,470.0
462.0,569.0,433.0,467.0,469.0
462.0,568.0,433.0,467.0,470.0
462.0,568.0,433.0,467.0,470.0
463.0,567.0,434.0,466.0,470.0
463.0,566.0,434.0,467.0,470.0
463.0,566.0,434.0,467.0,470.0
463.0,566.0,435.0,467.0,469.0
464.0,564.0,435.0,467.0,470.0
464.0,563.0,435.0,468.0,470.0
464.0,563.0,436.0,467.0,470.0
465.0,563.0,436.0,467.0,469.0
465.0,562.0,436.0,467.0,470.0
465.0,562.0,437.0,466.0,470.0
466.0,562.0,437.0,466.0,469.0
466.0,561.0,437.0,466.0,470.0
466.0,561.0,438.0,466.0,469.0
466.0,560.0,438.0,466.0,470.0
467.0,560.0,439.0,465.0,469.0
467.0,559.0,439.0,465.0,470.0
467.0,559.0,439.0,465.0,470.0
468.0,559.0,440.0,464.0,469.0
468.0,558.0,440.0,464.0,470.0
468.0,557.0,440.0,464.0,471.0
468.0,555.0,441.0,463.0,473.0
469.0,555.0,441.0,463.0,472.0
469.0,555.0,441.0,463.0,472.0
469.0,555.0,442.0,462.0,472.0
469.0,554.0,442.0,463.0,472.0
470.0,554.0,443.0,462.0,471.0
470.0,554.0,443.0,462.0,471.0
470.0,554.0,443.0,462.0,471.0
470.0,553.0,443.0,464.0,470.0
471.0,552.0,443.0,464.0,470.0
471.0,551.0,443.0,464.0,471.0
471.0,551.0,443.0,465.0,470.0
471.0,550.0,443.0,465.0,471.0
472.0,550.0,443.0,465.0,470.0
472.0,548.0,443.0,466.0,471.0
472.0,548.0,443.0,466.0,471.0
472.0,547.0,443.0,466.0,472.0
473.0,547.0,443.0,466.0,471.0
473.0,547.0,443.0,466.0,471.0
473.0,546.0,443.0,466.0,472.0
473.0,545.0,443.0,466.0,473.0
474.0,545.0,443.0,466.0,472.0
474.0,544.0,443.0,467.0,472.0
474.0,543.0,443.0,467.0,473.0
474.0,542.0,443.0,468.0,473.0
475.0,542.0,443.0,468.0,472.0
475.0,541.0,443.0,468.0,473.0
475.0,541.0,443.0,468.0,473.0
476.0,540.0,443.0,468.0,473.0
476.0,540.0,443.0,468.0,473.0
476.0,540.0,443.0,468.0,473.0
476.0,539.0,443.0,468.0,474.0
476.0,539.0,443.0,468.0,474.0
476.0,538.0,443.0,468.0,475.0
477.0,538.0,443.0,468.0,474.0
477.0,538.0,443.0,468.0,474.0
477.0,538.0,443.0,468.0,474.0
477.0,538.0,443.0,469.0,473.0
477.0,537.0,443.0,470.0,473.0
478.0,535.0,443.0,470.0,474.0
478.0,534.0,443.0,470.0,475.0
478.0,534.0,443.0,470.0,475.0
479.0,534.0,443.0,470.0,474.0
479.0,534.0,443.0,470.0,474.0
479.0,534.0,443.0,470.0,474.0
479.0,533.0,443.0,470.0,475.0
480.0,532.0,443.0,470.0,475.0
480.0,532.0,443.0,470.0,475.0
480.0,532.0,443.0,470.0,475.0
480.0,531.0,443.0,470.0,476.0
481.0,530.0,443.0,470.0,476.0
481.0,530.0,443.0,471.0,475.0
481.0,529.0,443.0,471.0,476.0
480.0,529.0,444.0,471.0,476.0
481.0,529.0,444.0,470.0,476.0
482.0,529.0,443.0,470.0,476.0
482.0,528.0,443.0,470.0,477.0
483.0,527.0,443.0,470.0,477.0
483.0,527.0,443.0,470.0,477.0
483.0,527.0,443.0,470.0,477.0
483.0,527.0,443.0,470.0,477.0
484.0,527.0,443.0,470.0,476.0
484.0,526.0,443.0,470.0,477.0
484.0,525.0,443.0,470.0,478.0
484.0,525.0,443.0,470.0,478.0
485.0,525.0,443.0,470.0,477.0
485.0,524.0,443.0,470.0,478.0
485.0,524.0,443.0,470.0,478.0
485.0,523.0,443.0,471.0,478.0
486.0,522.0,443.0,471.0,478.0
486.0,522.0,443.0,471.0,478.0
487.0,521.0,442.0,472.0,478.0
487.0,520.0,442.0,472.0,479.0
488.0,519.0,442.0,472.0,479.0
488.0,518.0,442.0,472.0,480.0
488.0,518.0,442.0,472.0,480.0
488.0,517.0,442.0,472.0,481.0
489.0,517.0,442.0,472.0,480.0
488.0,517.0,443.0,472.0,480.0
488.0,517.0,443.0,471.0,481.0
488.0,516.0,443.0,471.0,482.0
489.0,516.0,443.0,471.0,481.0
489.0,515.0,443.0,472.0,481.0
489.0,515.0,443.0,472.0,481.0
489.0,515.0,443.0,472.0,481.0
490.0,514.0,443.0,471.0,482.0
490.0,514.0,443.0,472.0,481.0
490.0,514.0,443.0,471.0,482.0
490.0,514.0,443.0,471.0,482.0
491.0,512.0,443.0,471.0,483.0
492.0,511.0,442.0,471.0,484.0
492.0,511.0,442.0,471.0,484.0
493.0,510.0,442.0,471.0,484.0
493.0,510.0,442.0,471.0,484.0
493.0,510.0,442.0,470.0,485.0
493.0,510.0,442.0,470.0,485.0
494.0,510.0,442.0,469.0,485.0
494.0,510.0,442.0,470.0,484.0
494.0,509.0,442.0,470.0,485.0
493.0,508.0,443.0,471.0,485.0
494.0,508.0,443.0,471.0,484.0
495.0,507.0,443.0,471.0,484.0
495.0,506.0,443.0,471.0,485.0
495.0,505.0,443.0,471.0,486.0
495.0,503.0,443.0,472.0,487.0
496.0,502.0,443.0,472.0,487.0
496.0,502.0,443.0,472.0,487.0
496.0,503.0,443.0,471.0,487.0
497.0,503.0,443.0,472.0,485.0
497.0,503.0,443.0,472.0,485.0
497.0,504.0,443.0,471.0,485.0
498.0,504.0,443.0,471.0,484.0
498.0,504.0,443.0,471.0,484.0
498.0,504.0,443.0,471.0,484.0
499.0,505.0,443.0,470.0,483.0
499.0,505.0,443.0,471.0,482.0
499.0,505.0,443.0,471.0,482.0
499.0,505.0,443.0,471.0,482.0
500.0,494.0,443.0,471.0,492.0
501.0,490.0,442.0,472.0,495.0
501.0,489.0,442.0,471.0,497.0
502.0,488.0,442.0,471.0,497.0
502.0,488.0,442.0,471.0,497.0
502.0,488.0,443.0,470.0,497.0
502.0,489.0,443.0,469.0,497.0
502.0,489.0,443.0,469.0,497.0
503.0,489.0,443.0,469.0,496.0
503.0,490.0,443.0,468.0,496.0
503.0,489.0,443.0,468.0,497.0
504.0,488.0,443.0,468.0,497.0
504.0,487.0,443.0,468.0,498.0
504.0,485.0,443.0,469.0,499.0
505.0,485.0,443.0,468.0,499.0
505.0,484.0,443.0,468.0,500.0
505.0,485.0,443.0,468.0,499.0
506.0,484.0,443.0,468.0,499.0
506.0,484.0,443.0,467.0,500.0
506.0,485.0,443.0,466.0,500.0
507.0,484.0,443.0,466.0,500.0
507.0,483.0,443.0,467.0,500.0
507.0,482.0,443.0,467.0,501.0
508.0,481.0,443.0,467.0,501.0
508.0,480.0,443.0,467.0,502.0
508.0,478.0,443.0,468.0,503.0
509.0,478.0,443.0,469.0,501.0
509.0,477.0,443.0,469.0,502.0
509.0,476.0,443.0,469.0,503.0
510.0,476.0,443.0,468.0,503.0
510.0,477.0,443.0,467.0,503.0
510.0,476.0,443.0,467.0,504.0
511.0,474.0,443.0,468.0,504.0
511.0,475.0,444.0,467.0,503.0
511.0,473.0,444.0,467.0,505.0
511.0,473.0,444.0,467.0,505.0
512.0,472.0,444.0,467.0,505.0
512.0,472.0,444.0,467.0,505.0
512.0,471.0,444.0,466.0,507.0
513.0,471.0,444.0,466.0,506.0
513.0,470.0,444.0,466.0,507.0
514.0,470.0,444.0,466.0,506.0
514.0,470.0,444.0,466.0,506.0
514.0,470.0,444.0,467.0,505.0
515.0,467.0,444.0,467.0,507.0
515.0,468.0,444.0,466.0,507.0
515.0,467.0,444.0,465.0,509.0
516.0,466.0,444.0,465.0,509.0
517.0,466.0,443.0,465.0,509.0
517.0,465.0,443.0,465.0,510.0
518.0,465.0,443.0,464.0,510.0
518.0,464.0,443.0,464.0,511.0
519.0,463.0,443.0,464.0,511.0
519.0,464.0,443.0,463.0,511.0
519.0,464.0,443.0,463.0,511.0
520.0,463.0,443.0,463.0,511.0
520.0,462.0,443.0,463.0,512.0
520.0,462.0,443.0,462.0,513.0
521.0,462.0,443.0,463.0,511.0
521.0,461.0,443.0,463.0,512.0
521.0,459.0,443.0,463.0,514.0
522.0,459.0,443.0,463.0,513.0
522.0,457.0,443.0,463.0,515.0
523.0,457.0,443.0,464.0,513.0
523.0,458.0,443.0,463.0,513.0
523.0,458.0,443.0,462.0,514.0
524.0,458.0,443.0,463.0,512.0
523.0,457.0,444.0,462.0,514.0
523.0,456.0,444.0,462.0,515.0
524.0,455.0,444.0,462.0,515.0
524.0,456.0,444.0,461.0,515.0
524.0,454.0,444.0,462.0,516.0
525.0,453.0,444.0,462.0,516.0
525.0,454.0,444.0,461.0,516.0
526.0,454.0,444.0,461.0,515.0
526.0,454.0,444.0,461.0,515.0
526.0,454.0,444.0,461.0,515.0
525.0,452.0,445.0,461.0,517.0
525.0,452.0,445.0,460.0,518.0
525.0,451.0,445.0,460.0,519.0
525.0,451.0,444.0,462.0,518.0
526.0,450.0,444.0,462.0,518.0
526.0,450.0,443.0,464.0,517.0
527.0,449.0,443.0,464.0,517.0
527.0,448.0,442.0,465.0,518.0
527.0,448.0,442.0,465.0,518.0
528.0,448.0,442.0,464.0,518.0
528.0,447.0,441.0,464.0,520.0
528.0,448.0,441.0,463.0,520.0
529.0,447.0,440.0,464.0,520.0
529.0,447.0,440.0,465.0,519.0
529.0,446.0,439.0,466.0,520.0
530.0,447.0,439.0,465.0,519.0
529.0,445.0,440.0,465.0,521.0
529.0,446.0,439.0,465.0,521.0
530.0,446.0,439.0,465.0,520.0
530.0,446.0,439.0,466.0,519.0
530.0,444.0,438.0,467.0,521.0
531.0,444.0,438.0,466.0,521.0
531.0,444.0,437.0,467.0,521.0
531.0,445.0,437.0,466.0,521.0
532.0,445.0,437.0,466.0,520.0
532.0,445.0,436.0,467.0,520.0
532.0,443.0,436.0,467.0,522.0
533.0,442.0,436.0,467.0,522.0
533.0,442.0,436.0,467.0,522.0
533.0,443.0,436.0,467.0,521.0
533.0,442.0,436.0,467.0,522.0
532.0,442.0,437.0,467.0,522.0
533.0,442.0,436.0,469.0,520.0
533.0,441.0,436.0,468.0,522.0
533.0,441.0,436.0,468.0,522.0
534.0,441.0,436.0,467.0,522.0
534.0,441.0,435.0,469.0,521.0
535.0,440.0,435.0,469.0,521.0
535.0,439.0,435.0,470.0,521.0
535.0,440.0,435.0,470.0,520.0
536.0,439.0,434.0,471.0,520.0
536.0,440.0,434.0,470.0,520.0
538.0,439.0,433.0,470.0,520.0
538.0,440.0,433.0,469.0,520.0
538.0,439.0,433.0,469.0,521.0
538.0,438.0,432.0,470.0,522.0
537.0,437.0,433.0,470.0,523.0
537.0,438.0,433.0,469.0,523.0
537.0,438.0,433.0,469.0,523.0
537.0,439.0,433.0,468.0,523.0
537.0,439.0,432.0,469.0,523.0
537.0,439.0,432.0,469.0,523.0
537.0,439.0,432.0,469.0,523.0
537.0,440.0,432.0,468.0,523.0
537.0,440.0,431.0,469.0,523.0
537.0,440.0,431.0,469.0,523.0
537.0,440.0,431.0,469.0,523.0
537.0,437.0,431.0,469.0,526.0
537.0,436.0,431.0,469.0,527.0
537.0,436.0,430.0,469.0,528.0
537.0,435.0,430.0,469.0,529.0
537.0,434.0,430.0,469.0,530.0
538.0,434.0,430.0,470.0,528.0
538.0,434.0,430.0,470.0,528.0
537.0,435.0,430.0,469.0,529.0
537.0,435.0,430.0,469.0,529.0
538.0,435.0,430.0,469.0,528.0
537.0,435.0,431.0,470.0,527.0
536.0,436.0,431.0,470.0,527.0
537.0,435.0,431.0,470.0,527.0
537.0,434.0,431.0,470.0,528.0
537.0,434.0,431.0,470.0,528.0
537.0,434.0,431.0,469.0,529.0
538.0,434.0,431.0,469.0,528.0
538.0,433.0,431.0,469.0,529.0
538.0,434.0,431.0,468.0,529.0
539.0,435.0,431.0,468.0,527.0
539.0,435.0,431.0,468.0,527.0
539.0,434.0,431.0,468.0,528.0
540.0,435.0,431.0,467.0,527.0
539.0,435.0,431.0,468.0,527.0
539.0,435.0,431.0,468.0,527.0
539.0,434.0,431.0,468.0,528.0
540.0,433.0,431.0,468.0,528.0
540.0,434.0,431.0,467.0,528.0
540.0,434.0,431.0,467.0,528.0
541.0,433.0,431.0,467.0,528.0
541.0,433.0,431.0,467.0,528.0
540.0,433.0,432.0,467.0,528.0
541.0,433.0,432.0,467.0,527.0
541.0,430.0,432.0,467.0,530.0
541.0,430.0,432.0,467.0,530.0
542.0,431.0,432.0,467.0,528.0
542.0,431.0,431.0,468.0,528.0
542.0,431.0,431.0,468.0,528.0
543.0,431.0,431.0,468.0,527.0
543.0,430.0,431.0,468.0,528.0
541.0,430.0,432.0,470.0,527.0
542.0,431.0,432.0,469.0,526.0
542.0,430.0,431.0,470.0,527.0
543.0,430.0,431.0,470.0,526.0
543.0,430.0,431.0,470.0,526.0
543.0,430.0,431.0,470.0,526.0
544.0,429.0,431.0,470.0,526.0
544.0,430.0,431.0,469.0,526.0
544.0,429.0,430.0,470.0,527.0
544.0,428.0,430.0,470.0,528.0
543.0,428.0,431.0,470.0,528.0
543.0,429.0,431.0,469.0,528.0
543.0,429.0,431.0,469.0,528.0
543.0,429.0,431.0,469.0,528.0
543.0,429.0,431.0,469.0,528.0
543.0,430.0,430.0,469.0,528.0
